57,6.904109589,9
155,7.890410959,1
185,9.863013699,15
185,14.79452055,12
47,19.7260274,1
192,20.71232877,11
69,20.71232877,11
154,21.69863014,20
81,23.67123288,10
189,26.63013699,18
69,26.63013699,8
110,26.63013699,3
155,28.60273973,6
192,30.57534247,18
69,30.57534247,18
192,30.57534247,12
69,30.57534247,12
192,33.53424658,10
77,33.53424658,6
189,34.52054795,33
192,35.50684932,12
77,35.50684932,8
136,37.47945205,6
69,37.47945205,11
115,40.43835616,9
69,41.42465753,6
50,41.42465753,4
192,42.4109589,13
115,45.36986301,7
50,45.36986301,4
77,47.34246575,13
189,48.32876712,8
189,49.31506849,10
192,50.30136986,6
69,52.2739726,4
185,66.08219178,7
57,72.98630137,10
147,73.97260274,1
136,74.95890411,41
155,74.95890411,9
115,77.91780822,18
185,81.8630137,2
147,85.80821918,10
136,87.78082192,3
185,88.76712329,2
50,88.76712329,2
81,88.76712329,2
192,89.75342466,1
136,89.75342466,1
155,89.75342466,1
110,90.73972603,17
50,93.69863014,3
136,95.67123288,10
136,95.67123288,10
136,95.67123288,7
110,98.63013699,10
110,99.61643836,13
121,99.61643836,6
81,100.6027397,4
147,101.5890411,1
136,101.5890411,4
147,102.5753425,15
185,102.5753425,20
136,106.5205479,3
154,114.4109589,1
147,118.3561644,1
147,118.3561644,7
52,119.3424658,1
110,121.3150685,5
52,122.3013699,2
52,122.3013699,8
136,123.2876712,3
52,127.2328767,6
52,128.2191781,10
50,128.2191781,16
81,130.1917808,4
192,131.1780822,5
69,131.1780822,7
155,132.1643836,1
77,133.1506849,12
102,136.109589,8
52,138.0821918,3
52,138.0821918,4
52,138.0821918,10
52,140.0547945,7
52,145.9726027,4
155,148.9315068,6
154,150.9041096,1
189,151.890411,8
136,153.8630137,38
110,153.8630137,2
102,155.8356164,1
110,155.8356164,3
47,159.7808219,3
47,161.7534247,6
50,162.739726,6
110,165.6986301,3
115,184.4383562,25
189,187.3972603,43
192,188.3835616,17
147,188.3835616,9
192,190.3561644,20
155,190.3561644,18
47,190.3561644,12
102,190.3561644,13
102,190.3561644,13
47,191.3424658,6
102,192.3287671,13
147,194.3013699,4
192,194.3013699,8
69,195.2876712,6
147,198.2465753,30
192,198.2465753,9
110,199.2328767,4
102,200.2191781,7
189,201.2054795,23
192,204.1643836,13
110,204.1643836,3
189,206.1369863,8
121,207.1232877,23
192,209.0958904,12
121,209.0958904,13
185,210.0821918,6
121,211.0684932,10
192,213.0410959,6
185,213.0410959,34
136,214.0273973,11
192,214.0273973,11
81,214.0273973,19
154,215.0136986,20
154,215.0136986,20
77,215.0136986,7
154,216,15
147,216.9863014,20
192,218.9589041,13
192,220.9315068,20
189,220.9315068,22
136,220.9315068,12
192,220.9315068,12
185,221.9178082,2
192,221.9178082,12
77,221.9178082,12
155,221.9178082,10
154,225.8630137,15
185,225.8630137,16
155,229.8082192,15
192,236.7123288,11
155,238.6849315,2
52,238.6849315,2
81,238.6849315,2
185,238.6849315,2
47,238.6849315,2
102,238.6849315,2
69,238.6849315,2
110,238.6849315,2
154,238.6849315,2
192,238.6849315,2
154,239.6712329,15
77,242.630137,2
155,242.630137,1
69,242.630137,9
136,243.6164384,4
192,246.5753425,14
102,246.5753425,12
189,246.5753425,6
147,248.5479452,4
69,250.5205479,12
154,252.4931507,1
57,252.4931507,9
57,255.4520548,8
102,255.4520548,8
77,262.3561644,10
185,263.3424658,25
110,263.3424658,10
185,267.2876712,8
147,274.1917808,1
147,276.1643836,10
115,276.1643836,4
69,278.1369863,10
155,279.1232877,25
147,279.1232877,6
50,284.0547945,1
136,285.0410959,4
81,285.0410959,6
110,286.0273973,3
102,289.9726027,8
115,292.9315068,16
50,292.9315068,3
81,293.9178082,3
155,294.9041096,1
185,294.9041096,2
81,294.9041096,8
136,295.890411,3
155,296.8767123,16
155,296.8767123,6
102,300.8219178,16
147,301.8082192,26
57,303.7808219,2
147,305.7534247,8
192,307.7260274,3
154,307.7260274,1
115,308.7123288,9
57,308.7123288,7
102,309.6986301,8
147,313.6438356,10
155,315.6164384,9
110,316.6027397,3
81,318.5753425,1
81,318.5753425,12
147,319.5616438,23
50,321.5342466,8
155,324.4931507,1
185,333.369863,23
57,334.3561644,7
147,334.3561644,7
192,335.3424658,12
69,335.3424658,12
155,337.3150685,28
115,338.3013699,27
185,339.2876712,24
77,340.2739726,6
121,341.260274,24
57,341.260274,5
147,343.2328767,12
189,344.2191781,10
154,344.2191781,13
154,344.2191781,20
155,347.1780822,17
47,347.1780822,9
147,349.1506849,20
154,349.1506849,20
102,349.1506849,12
121,350.1369863,33
154,350.1369863,16
81,350.1369863,15
69,351.1232877,8
110,352.109589,20
147,352.109589,30
50,352.109589,10
110,353.0958904,10
47,353.0958904,10
102,353.0958904,10
121,354.0821918,12
154,357.0410959,2
147,360,15
147,360,28
110,360,17
